post_id	post_text
125845680811480_1165961813466523	Singaporean Zulfikar Mohamad Shariff has been arrested and detained under the Internal Security Act for terrorism-related activities. Zulfikar used social media to propagate radical ideology, glorify ISIS, and exhort Muslims to take up arms and wage militant jihad. Zulfikar also helped to radicalise at least two other Singaporeans. He aimed to provoke Singapore Muslims to push for an Islamic state to replace our democratic system. Fortunately, our security agencies caught him before he could do more harm. Such extremist, violent beliefs have no place in our multi-racial and multi-religious country. The government will be alert to spot such individuals, but we need everyones help to uphold and protect our harmonious way of life. Together, we can stay united and strong. - LHL
125845680811480_1166430030086368	You are never too old learn new things and these graduates from The People\'s Association Senior Academy are the best example of that! The youngest graduate at yesterdays convocation was only 51! PA launched the Senior Academy last year to encourage seniors to pursue lifelong learning. Yesterdays graduates had completed a four-month long Certificate in Senior Wellness programme. The modules included Smartphone 101, Canvas Art, and even K-pop Line Dancing. The programme has been very popular and PA has just launched the Advanced Certificate in Senior Wellness. Now, seniors can enjoy deeper learning and at the same time, make new friends. Congratulations to the Class of 2016! May you continue to pursue your interests and passions. Age is nothing but a number, especially if you are young at heart. ;) LHL ????????????! ???????????????????????????????????????????? ??????????????????????????????????????????????????????? ?????? ???????????????????????? ?????????????????????????????????????????????????????????????????????????????????????? ???
125845680811480_1167105150018856	Thank you to all who performed and contributed to the Teck Ghee Fundraising Concert last night at the Esplanade-Theatres on the Bay! The $370,000 raised will go a long way to support our needy and underprivileged residents. The performances were mainly by Teck Ghee residents, old and young. The items were chosen from a talentime competition that we held. They were thrilled to have a chance to perform at the Esplanade and practised hard. The result was a very good show enjoyed by all. Weve got lots of talent, if only we know where to look, and can persuade people not to be shy! At Narita Airport now waiting for my connecting flight. Will update with photos when I arrive in DC! LHL
125845680811480_1167209943341710	PM Lee is making an official visit to the US from 31 July to 5 August at the invitation of President Obama. The visit affirms Singapores longstanding close partnership with the US and coincides with the 50th anniversary of diplomatic relations. Heres a quick look at SG-US relations ahead of PMs visit! #SGUS50 (PMO Video by Chiez How / Photos by MCI, MINDEF, National Archives Singapore, Singapore American School and PM Lee)
125845680811480_1167399036656134	On my way to Washington DC. Saddened to learn while flying about Mr SR Nathans stroke and his grave condition. Have been in touch with his family. Mr Nathan served as our Ambassador to the US in the 1990s, among many contributions in a long career. He made many good friends for Singapore, and planted many seeds, including this beautiful antique Littleleaf Japanese Maple at our Washington DC embassy. We have him in our thoughts and prayers. - LHL (MCI Photo by Kenji Soon)
125845680811480_1168159383246766	A good first day in Washington DC. Checked in at Blair House, the US Presidents Guest House, after landing at Dulles Airport. Then to our Embassy for an early National Day celebration with overseas Singaporeans. This trip is short but significant. The United States is one of our most important partners, and it is an honour to be invited here by President Obama to mark the longstanding friendship between our countries. We have close ties in trade, defence and many other areas. I look forward to meeting several US Cabinet members tomorrow to see how we can do more together. - LHL
125845680811480_1168776879851683	Had productive meetings with US Treasury Secretary Jack Lew, Secretary of Defense Ash Carter and Secretary of Commerce Penny Pritzker on my second day in DC. Their portfolios - economy, defence and trade - are all pillars of our strong ties with the United States. I talked about the Trans-Pacific Partnership with all three, because the TPP is not just about trade, but has major strategic benefits. We also signed an MOU to promote tech partnerships between infrastructure companies from both sides. Now preparing for the White House Arrival Ceremony. The event will be live streamed on my FB Page at about 9pm SG time. Do tune in and join me there! :) LHL #SGUS50
125845680811480_1168822256513812	Some highlights of my first two days in Washington DC. Photos of my visit can be viewed here bit.ly/2aG8WbA and bit.ly/2aoTcY3. - LHL (PMO Video by Alex Qiu and Chiez How)
125845680811480_1168829343179770	PM Lee Hsien Loong was welcomed by President Obama at the Arrival Ceremony at the White House in Washington DC.
125845680811480_1168835286512509	PM Lee will be attending the Arrival Ceremony at The White House shortly. The event will be live streamed here so stay tuned! UPDATE: The live stream has ended. Thanks for watching with us!
125845680811480_1169232856472752	Here\'s a 360 look at the State Dinner which PM Lee is attending! (PMO Photo)
125845680811480_1170106116385426	Capped off my US visit on Tuesday with a long fruitful day. Singapores first official visit was in 1967, when President Lyndon Johnson invited Mr Lee Kuan Yew to Washington DC. 50 years ago, we were newly independent, struggling to build a modern economy. America was divided over the Vietnam War. Mr Lee explained to the US why Asia mattered to America, and why their active engagement was crucial to the millions living in non-Communist countries in Southeast Asia. Today, thanks to US sacrifices and efforts, we live in a more peaceful, stable and prosperous region. Singapores relationship with the United States has flourished. We are partners in many areas - trade, defence, R&D, education, and are continually exploring ways to do more together. Most importantly, we enjoy strong people-to-people ties. So it is fitting that we are marking 50 years with a scholarship for student exchanges in each others countries. We have come far, and have many more things to do together. In Narita now, waiting for my flight home! LHL #SGUS50
125845680811480_1170137603048944	Some highlights from Tuesdays Arrival Ceremony and State Dinner at the White House. More photos can be viewed here: http://bit.ly/2aWdWqH. - LHL (PMO Video by Chiez How and Alex Qiu)
125845680811480_1170817516314286	Back home! Thank you to President Obama and First Lady Michelle Obama, Vice President Biden and Mrs Jill Biden, Secretary of State John Kerry and the many Americans who met and welcomed us so warmly and hospitably. It was a memorable visit indeed to mark the 50th anniversary of SG-US diplomatic relations. Special thanks also to the Blair House staff who hosted the Singapore delegation with tremendous warmth and thoughtfulness. Really appreciated the kitchen staff going the extra mile to prepare our delicious meals! :) - LHL #SGUS50 (MCI Photo by Terence Tan)
125845680811480_1171705682892136	At my joint press conference with President Obama in Washington on Tuesday, we were asked about the Trans-Pacific Partnership (TPP). I shared my perspective from this side of the Pacific. The TPP is a deal. It is the outcome of a tough bargaining process that all 12 member countries have negotiated. Each agreed to improve market access to the rest, and commit to a set of common rules, in exchange for the others doing the same. It is not just about exports but also about imports. It will benefit consumers as well as producers. Our people will enjoy a wider range of products, services, and opportunities that will improve their livelihoods. It also has a strategic dimension. It promotes interdependence instead of rivalry, and ultimately peace instead of war. President Obama has been critical in pushing for the TPP. The deal will not only benefit American workers and businesses. It will show clearly that America will stay engaged in the Asia Pacific, and deepen ties with its many friends and allies in the region. LHL
125845680811480_1172115616184476	Good morning :)! Time for a #guesswhere to start up your Sunday. - LHL (Photo by me)
125845680811480_1172377156158322	Delighted that Saiyidah Aisyah (Aisyah Rower), Singapores first Olympic rower, has qualified for the womens single sculls quarter-finals at #Rio2016! Its been an extraordinary journey to the Olympics for this Sport Singapore SPEX Scholar. Her next race will be on National Day, right about the time that the whole nation will be celebrating NDP at the National Stadium. Well all be roaring for you, Saiyidah! To all our Team Singapore athletes at the Olympics - your hard work, perseverance, and sacrifices are an inspiration to all. Do your best, and fly our flag high. We are all behind you! LHL #OneTeamSG
125845680811480_1172876796108358	Joined Darryl David and the residents of Ang Mo Kio-Hougang at their National Day Dinner last night. This is the first National Day after SG50. We were in a celebratory mood, but also conscious of the threats we face, particularly with the reports of terrorists being arrested in Batam. Glad to see so many residents taking part, waving flags and singing their favourite National Day songs. Thank you to the organisers, performers and volunteers for making this an enjoyable and meaningful event for all. LHL
129011692114_10153613652842115	Swedish furniture company Ikea Group is recalling 1.66 million chests and dressers in China. Ikea Singapore says its products are safe when anchored to a wall. str.sg/45os
129011692114_10153613667792115	Sharing your Netflix might be a Federal crime in the US. But it doesn\'t look like the video-streaming site sees it as an issue. More at www.straitstimes.com
129011692114_10153613670187115	The Beckhams are usually in front of the camera, but for Burberry\'s Brit fragrance campaign photoshoot in London, eldest son Brooklyn was the one taking pictures. http://str.sg/453h
129011692114_10153614906707115	Top story today, July 13: Tribunal rejects China\'s sea claims Also in the news: Khaw Boon Wan explains decision on MRT train cracks More on straitstimes.com
129011692114_10153615034482115	StanChart robbery: Canadian citizen David James Roach was arrested in a 12-bed mixed dormitory room in Bangkok. Here\'s what he did in the hours leading to the arrest.
129011692114_10153615051517115	StanChart robbery: Singaporean eyewitness staying at the same hostel said the suspect was quiet and introspective. He was always on his own and "never once talked or smiled" during his stay and "seemed to be in his own world", she added.
129011692114_10153615058722115	No cash, no cards, no problem? Deputy Tech Editor Trevor Tan attempts to spend a week paying for things with just his smartphone.
129011692114_10153615067902115	Preparing for the Primary 1 registration, but unsure about how best to proceed? ST Senior Education Correspondent Sandra Davie shares what she knows. Got a question for ST reporters? Email us at askST@sph.com.sg.
129011692114_10153615082302115	Singapore-based mixed martial art promoter One Championship lands deal with Temasek Holdings-led consortium. Partnership said to be worth \'significant eight-figure sum\'.
129011692114_10153615082427115	The 20-page maiden print issue focuses heavily on the significance of Ramadan and jihad.
129011692114_10153615102957115	The bilingual message in Chinese and English says the city\'s famous Jonker Street and Stadthuys are among the targets
129011692114_10153615107647115	UPDATE: Charred bumboat which caught fire yesterday docked at the Esplanade outdoor theatre at the Marina Bay on Wednesday morning. SCDF officers, as well as family members of the missing man, are at the scene. str.sg/45og
129011692114_10153615112612115	Give China a ladder to climb down from, says academic William Choong. "If they get humiliated publicly, which is happening now, and you rub salt in the wound by conducting military drills, you\'ll get a fierce reaction."
129011692114_10153615123092115	Man wearing a business suit and tie hijacked a plane in 1971. After it landed safely, he made away with US$200,000. The FBI, which has been after him ever since, says it will now drop the case.
129011692114_10153615170592115	Bumboat fire: PUB officers on boats at the Marina Bay on Wednesday morning. About three \'soft blasts\' were heard yesterday when the bumboat caught fire. A man is still missing. str.sg/45og
129011692114_10153615183397115	Dubai-based Emirates clinched the top honour for the fourth time, while Qatar Airways - which was first last year - slipped to second.
129011692114_10153615200497115	Three-month-old baby dies while being fed by her father, who was engrossed in a mobile phone game. Just two weeks before, she had suffered broken ribs and a fractured skull after being dropped by her father Mohamed Shiddiq Sazali. He had lied about the incident but subsequently failed a lie-detector test.
129011692114_10153615206857115	The rare contraction, coming on the back of a series of expansions, occurred as more car owners sought to extend the lifespan of their cars.
129011692114_10153615231027115	Malaysia\'s top terrorist-fighting cop Ayob Khan received the death threat through a phone call from the terrorist himself.
129011692114_10153615236962115	Bumboat fire: Underwater search for missing boatman called off, surface search resumes, says SCDF. str.sg/45oh
129011692114_10153615269392115	Is the highest-ranked school the right school for your child? Not always. Here\'s why.
129011692114_10153615335097115	He is among six bankers who are being investigated over BSI\'s ties to 1MDB. But that hasn\'t stopped the bank\'s former Asia chief Hanspeter Brunner from suing his employer over his frozen bonus.
129011692114_10153615369062115	Posts tagged as #WPSHugot was the fifth most trending topic on Twitter. The caption here says: "Your love life is like the nine-dash line - imaginary"
129011692114_10153615401447115	Bumboat fire: SCDF divers deploy boat next to the charred bumboat as the search continues. str.sg/45oh
129011692114_10153615417487115	Nine-year-old Elysia Laub was playing in her family\'s farm in Indiana, USA, when she found a newborn girl - with her umbilical cord and placenta still attached. More videos at www.straitstimes.com
129011692114_10153615426097115	Secondary 4 student Claire Teo Jing Qi responds to a previous Forum letter, says there is no justification for sexual assault, no matter what a person wears or does. "(Outdated notions) are no longer applicable to today\'s society," says the 16-year-old. Do you agree? Should modesty be considered when picking an outfit to wear?
129011692114_10153615437732115	Cracked trains: Why weren\'t the hairline cracks made public? str.sg/45oa
129011692114_10153615441552115	All new MRT trains assembled by a Chinese rolling stock company in Qingdao, not just the 26 defective ones, will have a key component cast in Japan instead of China.
129011692114_10153615457117115	"Such a drastic measure also smacks of a siege mentality, and the quality of life here will be unnecessarily affected," says Forum letter writer Seah Yam Meng
129011692114_10153615465667115	According to the report, the average Singaporean now starts saving for retirement at 32 and continues for another 29 years.
129011692114_10153615488917115	StanChart robbery: Notebook contained the phrases Canadian citizen David James Roach, 26, had written on a slip of paper. "This is a robbery, I have a weapon, give me money, don\'t call police."
129011692114_10153615528927115	If tensions ratchet up, regional states will have to determine for themselves to what extent they want to be involved in such efforts.
129011692114_10153615544557115	Chinese entomologist discovers beetle which eats rotten wood, names it after China president Xi Jinping in recognition for his anti-corruption efforts. But the censors are not amused.
129011692114_10153615557172115	Fewer wedding bells rang and more couples split up during #SG50.
129011692114_10153615568537115	Indonesian prosecutors had demanded that Singaporean Choo Chiau Huat (right) be jailed for two years, fined 1.5 billion rupiah (S$154,000) and have his vessel destroyed.
129011692114_10153615577257115	Telecommunications, media and technology have overtaken financial services in Temasek\'s portfolio. But taking bets in the tech sector entails higher risk.
129011692114_10153615582682115	ST GRAPHIC: E-wallet services have encountered adoption speed bumps, with users worrying about card security. str.sg/45Jo
129011692114_10153615582817115	Starbucks is increasing the price of its espressos and lattes by 10 to 30 cents in the US. http://str.sg/453e
129011692114_10153615583037115	When watching The Secret Life Of Pets, what better way than to do it with your dog by your side? http://str.sg/453m
129011692114_10153615583967115	"I intend to do everything I can to make certain she will be the next president of the United States," said Sanders at a rally with Clinton. http://str.sg/453k
129011692114_10153615584362115	With earnings amounting to US$170 million (S$229 million) last year, pop singer Taylor Swift has become the world\'s highest-paid celebrity. http://str.sg/45JB
129011692114_10153615588372115	Three bloody deaths in three days.
129011692114_10153615595052115	The lies of former wife of alleged match-fixing czar Dan Tan did not hinder investigations, says judge.
129011692114_10153615603117115	In My Paper ??: Starting next month, more than 100 eateries in Seoul\'s Jongno district will offer discounts to customers who turn up in the traditional Korean attire. The area is popular with tourists. http://str.sg/45JJ
129011692114_10153615639702115	The three bought the vaporisers overseas and sold them on social media and e-commerce platforms to 23 buyers.
129011692114_10153615644432115	Han Seok Yeong kicked the cabby\'s arm while he was driving, then attacked him again after he stopped and called the police.
129011692114_10153615646727115	NDP 2016: Over 150 special needs participants from seven voluntary welfare organisations will perform songs including What a Wonderful World as well as NDP favourites such as Home. http://str.sg/45Jg ST VIDEO: SEOW BEI YI
129011692114_10153615650437115	"He put on some lipstick and later walked away as a woman accompanied by his wife and their two children," said a Jakarta police spokesman.
129011692114_10153615664502115	The two were arrested for driving at 170kmh in a 50kmh zone, more than three times the speed limit.
129011692114_10153615667187115	NDP2016: The show segment will feature a futuristic display that involves a glimmering unicorn, LED costumes and a giant sky city prop. http://str.sg/45Jg ST VIDEO: SEOW BEI YI
129011692114_10153615702487115	PSLE changes from 2021: T-score to be replaced by 8 grade bands called Achievement Levels (AL); pupils currently in Pri 1 cohort first to be graded under new system. Priority for Sec 1 admissions to be given to students who put the school higher in choice order in case of tie. Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153615707802115	Pupils in Pri 1 this year will be the first cohort to be graded under the new PSLE system. Here are 7 things that will be different in 2021. Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153615714012115	Want to win a pair of National Day Parade tickets, preview tickets or funpacks? Here\'s how: Share with us three original pictures that respectively depict Singapores past, present and future, and tell us in 51 words or less how they represent your wishes for the country. You may draw or use your own photos, and focus on any facet of Singapore from fashion and food, to schools and playgrounds. Upload them on Instagram with the hashtag #myfuturesg by July 18. str.sg/4iTK Good luck!
129011692114_10153615740567115	A police officer in Kansas who left a threatening comment on a Facebook picture of a young African-American girl was fired from his job. But that hasn\'t made the girl\'s mother feel any safer. More videos at www.straitstimes.com
129011692114_10153615748107115	WATCH: What are the changes made to the PSLE scoring system, and what it means for pupils who will be sitting for the exams from 2021 http://str.sg/45JD Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg VIDEO: MINISTRY OF EDUCATION
129011692114_10153615775172115	PSLE changes: Here\'s what\'s different between the current T-score system and the new system in 2021: http://str.sg/45JD Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153615798182115	From 1960, when pupils were only told if they passed or failed, to the new Achievement Level system in 2021 - here\'s how the PSLE has changed. Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153615819577115	MOE answers 10 questions that you might have about the PSLE changes. Do you have any other questions? AskSandra at askST@sph.com.sg
129011692114_10153615829587115	Will the new PSLE system effect a change? ST\'s senior education correspondent Sandra Davie asks parents. Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153615842087115	The FBI is ending investigations on the strange case of "DB Cooper", who hijacked a plane 45 years ago, collected the ransom money, then parachuted away. No sign of him was ever found. http://str.sg/453N
129011692114_10153615848812115	"Please note that this is not created or endorsed by FairPrice and we advise our customers to be wary of such campaigns," said NTUC FairPrice.
129011692114_10153615887997115	The 82-year-old emperor expressed his intention to step down "in a few years", but no reason was cited for the decision.
129011692114_10153615930707115	During the rape trial, Muhammad Firman Jumali Chew, 30, claimed that the girl had sexually violated him while he looked at the ceiling with his arms by his side.
129011692114_10153615937862115	Got a minute? Here are three of today\'s top local news stories: http://str.sg/453i
129011692114_10153616002017115	Sulikah, 27, also admitted that she had previously been told off by Madam Ng\'s children for treating her roughly, but started abusing her again because she got frustrated when taking care of her.
129011692114_10153616043692115	She was still unaware of her son\'s arrest when a reporter contacted her early on Wednesday.
129011692114_10153616077097115	Several hygiene lapses, including failure to maintain temperature records and allowing an unregistered food handler to prepare food, were observed during inspections.
129011692114_10153616119807115	Mr Lee\'s 4-day trip to Mongolia marks the first official visit by a Singapore prime minister to the landlocked country, which lies between Russia and China.
129011692114_10153616164347115	"To get into the top band, your child needs to score nine out of 10, or a near perfect score. The margin for error is razor thin," pointed out ST\'s deputy business editor Aaron Low. He has two sons who will come under the new PSLE system.
129011692114_10153616186652115	Here\'s what you need to know about Achievement Levels, the new system of scoring and how Sec 1 admissions are affected by the PSLE changes. http://str.sg/45JD Do you have questions on the latest PSLE changes? AskSandra at askST@sph.com.sg
129011692114_10153616214522115	The free apps - which can be downloaded via the Apple App Store or Google Play - are AsiaOne, Berita Harian, Lianhe Wanbao, Lianhe Zaobao, The Business Times, The Straits Times, ONE FM91.3, Kiss92 and UFM100.3.
129011692114_10153616236192115	Officers found 15 cartons of cigarettes in the car\'s engine compartment.
129011692114_10153616274882115	"Changing the PSLE grading system will not change my mind about hiring tutors. This is also chiefly because Singapore\'s secondary school admission is still based on scores," ST\'s digital editor Irene Tham wrote. Her daughter is among the first batch affected by the PSLE changes.
129011692114_10153616314142115	The total prize money has doubled, with the winner now getting $25,000 and each of the three other finalists $5,000 each.
129011692114_10153616337697115	JUST IN: Body of missing boatman from burning bumboat near Esplanade has been found, says SCDF. http://str.sg/4536
129011692114_10153616377347115	The Spellbound tour, her first regional undertaking, had kicked off in Singapore in June last year following her high-profile stint on the popular China television competition I Am A Singer.
129011692114_10153616490827115	Officials say the nine-year-old cat will survive the upcoming Cabinet reshuffle.
129011692114_10153616506557115	David Cameron exits, Theresa May enters as Britain\'s new prime minister. http://str.sg/453K
129011692114_10153617227577115	Theresa May has replaced David Cameron as Britain\'s prime minister. http://str.sg/45ih And her first tasked shocked the political sphere - she appointed former London Mayor Boris Johnson, the "Leave" campaign figurehead in Britain\'s EU referendum, foreign secretary.
129011692114_10153617228292115	Top story today, July 14: New PSLE scoring system to have 8 grade bands Also in the news: David Cameron quits as British PM, paves way for Theresa May More on straitstimes.com
129011692114_10153617296592115	The body of the boatman has been identified as 33-year-old Mr Ong Hock Long. He was on his way to pick up passengers from the Esplanade stop when the blaze broke out.
129011692114_10153617395237115	The current PSLE system allows pupils to pull up their T-scores by scoring between 90 to 100 in subjects they are strong in. Now, such high marks will get them the same Achievement Level (AL) 1 score.
129011692114_10153617417572115	Singapore\'s economy grew by 2.2% in the second quarter of this year, marginally higher than the 2.1% expansion in the first quarter, according to advance estimates from MTI.
129011692114_10153617468797115	Finer bands at the top will help to differentiate students at these levels, while the middle to lower bands are "sufficient to give a good indication of a student\'s progress", according to MOE.
129011692114_10153617472927115	JUST IN: 34 restaurants and hawker stalls earn Bib Gourmand distinction in inaugural Michelin Guide Singapore. The Bib Gourmand restaurants are those which serve quality food at affordable prices (not more than $45). See the full list of restaurants and hawkers stalls on our live blog here. http://str.sg/45i8
129011692114_10153617503657115	Several hygiene lapses that were observed by the NEA and AVA include a failure to maintain temperature records and allowing an unregistered food handler to prepare food.
129011692114_10153617552337115	By using words like "routine", the Transport Ministry risks giving some the impression that it is taking a serious problem lightly, says ST\'s Transport correspondent Christopher Tan.
129011692114_10153617583627115	Gotta catch \'em all: Users who install the game using unofficial installation files run the risk of being exposed to malware.
