POST_ID	POST_TEXT
755478858623627265	Melania Trump speech controversy dominates Republican convention https://t.co/MyOo6s2LOj https://t.co/mDCV4VeGEQ
755479180138188805	Wall Street moves lower on mixed earnings reports https://t.co/wtWt2FS8I2 #business #sg
755479185829793792	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/MR2cHLHeLn #business #sg
755479230016741376	DTN Singapore: Track great Bekele left out of Ethiopia's Olympics squad: Kenenisa Bekele, the 5,000 and 10,00... https://t.co/OTMxp0ewNa
755479231195295744	DTN Singapore: Olympics: IOC puts back decision of Russia Rio Games ban: The International Olympic Committee ... https://t.co/z5kRL8AplH
755479231941873666	DTN Singapore: Football: Spain's Angel Maria Villar to run for UEFA top job: Spain's football association sai... https://t.co/eye9AQy7RA
755480200637325313	Shots heard near police vehicle by Republican convention: Police https://t.co/iDNMcpFp5d
755480492489658368	RT @iamrrr: 2 Million Dollars for a Dinner. Yup. As if the income disparity needed to be highlighted more. Your turn, Dubai https://t.co/90…
755480507819884545	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/TRj5dQfIEJ
755480510621679616	Canada to hold first Zika vaccine test on humans https://t.co/sSJ7E8p8mb
755480645611257858	RT @ChannelNewsAsia: North Korea missile tests 'deeply troubling': UN chief https://t.co/zXhTSp5Y20
755480691358310400	RT @El_Grillo1: Shots heard near police vehicle by Republican convention: Police https://t.co/iDNMcpFp5d
755480712447418368	RT @ChannelNewsAsia: California Republican staffers in Ohio develop Norovirus symptoms https://t.co/oVrbEEPRHX
755480870862016512	NEWS: Doll picture sums up the 'why?' of Nice truck massacre https://t.co/AuY1yskALd https://t.co/lc9XFughxr
755480880685076480	Eagle withdraws from UK Labour leadership contest https://t.co/W217EDi14W
755480881729458176	NEWS: Canada to hold first Zika vaccine test on humans https://t.co/4bii1mBwVV https://t.co/u0ec86Wel8
755480884329852928	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/XUCy95ZM9Z
755480886661959680	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/cdHbPfiziW
755480888385810433	Canada to hold first Zika vaccine test on humans https://t.co/xfW8I1v5T1
755480890835210240	dlvr -  Doll picture sums up the 'why?' of Nice truck massacre https://t.co/vMjWT2DQVk
755480892416548864	Canada to hold first Zika vaccine test on humans https://t.co/Aik3t7xgp9
755480898628227073	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/x53L78JU6F
755480899064438785	Eagle withdraws from UK Labour leadership contest https://t.co/Iwbg6qJxrn
755480899085402112	dlvr -  Canada to hold first Zika vaccine test on humans https://t.co/baFK6WCHRu
755480904789729280	Canada to hold first Zika vaccine test on humans https://t.co/0UHBX5TP0a
755480908677820416	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/obLQ15zJyl
755480917418704896	Canada to hold first Zika vaccine test on humans https://t.co/seTGFbpHuf
755481214027345920	RT @ChannelNewsAsia: Canada to hold first Zika vaccine test on humans https://t.co/seTGFbpHuf
755481287024979969	Wall Street moves lower on mixed earnings reports: U.S. stocks ticked lower on Tuesday as mixed earnings repo... https://t.co/biV6rv73Mw
755481287784173568	Lufthansa's Eurowings eyes some Air Berlin operations: paper: Lufthansa's  budget unit Eurowings, which it se... https://t.co/w8UsHYezSZ
755481292737613825	DTN Singapore: Wall Street moves lower on mixed earnings reports: U.S. stocks ticked lower on Tuesday as mixe... https://t.co/E2FvnHSPMp
755481293513629696	DTN Singapore: Lufthansa's Eurowings eyes some Air Berlin operations: paper: Lufthansa's  budget unit Eurowin... https://t.co/b4LYNUW8YG
755481720258859008	Gunmen kill eight fishermen in popular Mexican surf resort: MEXICO CITY: Gunmen killed eight fishermen in the... https://t.co/LsUf4wRcH4
755481722385408001	Gunmen kill eight fishermen in popular Mexican surf resort: MEXICO CITY: Gunmen killed eight fishermen in the... https://t.co/qsOOJLeoiw
755481841264721920	CNA: Canada to hold first Zika vaccine test on humans - The Zika vaccine that's under development will be admin... https://t.co/flTQRGKRHG
755481894813331456	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/0POy4u4H67
755481903180967936	Melania Trump speech controversy dominates Republican convention https://t.co/1k2xbax15I
755481904015630336	Canada to hold first Zika vaccine test on humans https://t.co/emWAP0ssb0
755481912647553024	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/LfmIUDB3pu
755481915113742337	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/IWrQjmsRaq
755482560222945280	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/TCMe0wc5EP
755482562865274880	Canada to hold first Zika vaccine test on humans https://t.co/BdjKQtgtEo
755483470705598465	RT @SimonMarksFSN: Empty seats dominate the first night of Trump's convention.  I'm live shortly @ChannelNewsAsia #RNCinCLE https://t.co/EU…
755483502846488576	#news #business Eagle withdraws from UK Labour leadership contest https://t.co/Vn2mDvGGfg  #singapore
755483503593082881	#news #business Doll picture sums up the 'why?' of Nice truck massacre https://t.co/IuWNc8Ad4j  #singapore
755483504444477440	#news #business Canada to hold first Zika vaccine test on humans https://t.co/ZiWdhWWRvr  #singapore
755483519107727360	California Republican staffers in Ohio develop Norovirus symptoms https://t.co/2c19wffq60
755483520173154305	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/YorKzcG8Y3
755483520970088448	Eagle withdraws from UK Labour leadership contest https://t.co/8EHSVuIvlF
755483521741840385	Canada to hold first Zika vaccine test on humans: The Zika vaccine that's under development will be administe... https://t.co/HLV8SHvZoC
755483522559676416	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/S6ZMaMXqIR
755483523528531969	Canada to hold first Zika vaccine test on humans https://t.co/2xhT6B296m
755483594970259456	Rebels in eastern Congo suspected of killing seven civilians https://t.co/MPRerAWdDe
755483603648258052	Track great Bekele left out of Ethiopia's Olympics squad https://t.co/S0LLsDj4KS
755483604294201344	Olympics: IOC puts back decision of Russia Rio Games ban https://t.co/XVMKo3tLBV
755483605049171968	Eagle withdraws from UK Labour leadership contest https://t.co/3rbc4zptfm
755483605883772928	Football: Spain's Angel Maria Villar to run for UEFA top job https://t.co/6Gh8m3mcXm
755483606651469826	North Korea missile tests 'deeply troubling': UN chief https://t.co/QCiojjU8Ge
755483607330938880	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/yxNibQUkVA
755483613165187072	California Republican staffers in Ohio develop Norovirus symptoms https://t.co/g1Ay70iMl9
755483886491168772	RT @SimonMarksFSN: Empty seats dominate the first night of Trump's convention.  I'm live shortly @ChannelNewsAsia #RNCinCLE https://t.co/EU…
755484179324923909	RT @ChannelNewsAsia: Doll picture sums up the 'why?' of Nice truck massacre https://t.co/obLQ15zJyl
755484179689799680	Football: Hull boss Bruce holds talks over England job https://t.co/P4ICQj3rLA
755484193841377280	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/xafIoHUY0v
755484193925115904	@tinfoiltiaria Bus in #Taiwan bursts into flames kills all onboard, most homebound China tourists. PRC investigating https://t.co/g90ym7WdOv
755484199080058880	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/Vbxc6PKj8N
755484270320168960	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/yUPH0R6ZPv
755484271016423429	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/GicOBMIzK4
755484271968555008	Football: Hull boss Bruce holds talks over England job https://t.co/3kkw7o4YE6
755484273939845120	Football: Hull boss Bruce holds talks over England job: Steve Bruce's meeting with FA chiefs had earlier been... https://t.co/sshgjcdVBY
755484445692596228	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/gjw7r42tUX
755484448792150016	Canada to hold first Zika vaccine test on humans https://t.co/2fN18L9Bf6
755485296985112576	#Syrian #opposition says #US must stand up to #Russia - https://t.co/ONzOVmfh6U #Syria
755485458004529154	Football: Hull boss Bruce holds talks over England job https://t.co/dzXZgAhUg2
755485463746490368	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/U6Fs1Mqu4T
755485471401136128	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/CgQZkbp5oF
755485481056428032	Three dead in suspected domestic murder-suicide in UK https://t.co/EIBzYEQhEO
755485550191280128	Football: Hull boss Bruce holds talks over England job https://t.co/9dzX7Zf3Mh
755485691656695808	Bosnia's Pokemon Go players urged to avoid wartime mine fields https://t.co/Qb4RZ6hp0J CC @iamarman88
755485807520063489	Three dead in suspected domestic murder-suicide in UK: SPALDING: Three people were shot dead in a normally qu... https://t.co/k3cGrFrAHd
755485809868890114	Three dead in suspected domestic murder-suicide in UK: SPALDING: Three people were shot dead in a normally qu... https://t.co/cReHPv0aSu
755486174077079554	Bosnia's Pokemon Go players urged to avoid wartime mine fields https://t.co/ty83Avw83Y
755486241831817216	RT @SimonMarksFSN: Empty seats dominate the first night of Trump's convention.  I'm live shortly @ChannelNewsAsia #RNCinCLE https://t.co/EU…
755486294923419648	Football: Hull boss Bruce holds talks over England job https://t.co/ZdqtVGUQPX
755486302099927040	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/fRTu3rpjTq
755486306118041601	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/eX3Zy2bnjK
755486670816968704	RT @El_Grillo1: Bosnia's Pokemon Go players urged to avoid wartime mine fields https://t.co/ty83Avw83Y
755486900035555328	#world #singapore Gunmen kill eight fishermen in popular Mexican surf resort: Gunmen killed eight fishe... https://t.co/te5Pf09OWR #news
755488054870171649	Football: Hull boss Bruce holds talks over England job https://t.co/ULByxVKTQW
755488059731345408	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/SCHrqnCe3C
755488062021525504	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/KMCe6FOhdT
755488150416338946	Trending #SGX News - Creating jobs in areas where workers are displaced a global challenge:... - https://t.co/fw2A0t9tCy
755488232863858689	Bosnia's Pokemon Go players urged to avoid wartime mine fields  https://t.co/1Eo02pMA5F
755488300350238720	RT @Jas_Sanghera_KN: It is time for all countries to stand united so that these women r never forgotten & perpetrators are punished  https:…
755488756396920832	8 people from the same family murdered in #Mexico https://t.co/utqGad6noF https://t.co/0kYPpc7EOw
755488775921295360	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/9YPMH9uB4H
755488778643386369	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/RzxYJYosIn
755488779666796544	Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/WWCI7gVRgD
755488780920905728	Football: Hull boss Bruce holds talks over England job https://t.co/3mwhuVF9U8
755488782036504576	Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/cFeZu0hD0U
755488784414674944	dlvr -  Football: Hull boss Bruce holds talks over England job https://t.co/vYCKs5oZbS
755488784687378432	Football: Hull boss Bruce holds talks over England job https://t.co/KoMSs34P80
755488786612559872	Football: Hull boss Bruce holds talks over England job https://t.co/PxXUkoTmFu
755488913477734401	RT @VALERIEin140: Bosnia's Pokemon Go players urged to avoid wartime mine fields  https://t.co/1Eo02pMA5F
755489227924570112	RT @ChannelNewsAsia: Football: Hull boss Bruce holds talks over England job https://t.co/3mwhuVF9U8
755489266227175425	Three dead in suspected domestic murder-suicide in UK https://t.co/wSYaTUiUUC
755489269976793088	As Mosul fight approaches, worries about the day after https://t.co/QxC4HrpABb
755489272086532096	German train axe attacker 'left IS video' https://t.co/jkaCn3jvuh
755489399014502401	RT @ChannelNewsAsia: Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/9YPMH9uB4H
755489417368784896	RT @ChannelNewsAsia: Football: Hull boss Bruce holds talks over England job https://t.co/3mwhuVF9U8
755489542208000000	#OpenFollow Competition watchdog clears Heineken acquisition of Singapore beer firm - Channel NewsAsia https://t.co/F2IBrT31gj #Singapore
755489544288428033	#OpenFollow Scoot to launch flights between Singapore and Dalian - Channel NewsAsia https://t.co/vAtnkv5EPN #Singapore
755489571006066688	#OpenFollow Competition watchdog clears Heineken acquisition of Singapore beer firm - Channel NewsAsia https://t.co/nhwfKHXDiU #Singapore
755489573132574720	#OpenFollow Scoot to launch flights between Singapore and Dalian - Channel NewsAsia https://t.co/ks5Cpybwfh #Singapore
755489817950056448	RT @ChannelNewsAsia: Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/9YPMH9uB4H
755489818889641984	RT @ChannelNewsAsia: Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/RzxYJYosIn
755489819678109696	RT @ChannelNewsAsia: Football: Hull boss Bruce holds talks over England job https://t.co/3mwhuVF9U8
755489936996839424	CNA | Fire breaks out at Jem shopping mall; no injuries reported https://t.co/DbQLso2eqK https://t.co/pMLLf70gWm
755489940050411520	Brexit uncertainty prompts #IMF to cut global #growthforecasts again https://t.co/eTRqvhWF1T
755489940268470272	CNA | Fire breaks out at Jem shopping mall; no injuries reported https://t.co/Hmt4DI5hZp #sgnews https://t.co/oxE0CN4POu
755489947474235392	CNA | Fire breaks out at Jem shopping mall; no injuries reported https://t.co/OR7qa6e9lM https://t.co/Tn5zptGfzE
755489948996816896	CNA | SGX trading outage caused by disk failure https://t.co/KELt6CoVpP https://t.co/XdZHZXXBlc
755489950318014464	CNA | SGX trading outage caused by disk failure https://t.co/HipstozIin #sgnews https://t.co/10JORlHyyp
755489964368891906	CNA | SGX trading outage caused by disk failure https://t.co/dvyqIuIGxN https://t.co/bc3yNhSdL0
755490012628717568	Three dead in suspected domestic murder-suicide in UK https://t.co/MMi9Ja7dvf
755490017196343298	Cavendish pulls out of Tour de France to focus on Rio https://t.co/tywAoN4xBd
755490021398962177	FDA panel backs Valeant psoriasis drug with risk management https://t.co/DmUGrXOfV2
755490025098313728	As Mosul fight approaches, worries about the day after https://t.co/Hwf4cAxxAW
755490028801884162	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/VG3ilzddRJ
755490492691812352	RT @ChannelNewsAsia: Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/RzxYJYosIn
755490585893478400	RT @ChannelNewsAsia: Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/9YPMH9uB4H
755490957194326016	RT @ChannelNewsAsia: Gunmen kill eight fishermen in popular Mexican surf resort https://t.co/RzxYJYosIn
755491022990372865	RT @ChannelNewsAsia: Some 38 of 84 killed in Nice truck attack were foreigners - ministry https://t.co/9YPMH9uB4H
755491171909136384	Quarter of a million children starving in Boko Haram's home state in Nigeria - UNICEF https://t.co/0AY60a8wjU https://t.co/SFWCMB0AOk
755491461186060288	Three dead in suspected domestic murder-suicide in UK https://t.co/GQlcnhF1Bc
755491468207325185	Cavendish pulls out of Tour de France to focus on Rio https://t.co/IO8qERmw33
755491472389144576	FDA panel backs Valeant psoriasis drug with risk management https://t.co/QclwlSVOXT
755491475308314624	As Mosul fight approaches, worries about the day after https://t.co/WeOFvDtaUB
755491478969913344	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/1QNszxfmmD
755491704527085568	Three dead in suspected domestic murder-suicide in UK https://t.co/Woxx7bGD8G
755491706766753792	Cavendish pulls out of Tour de France to focus on Rio https://t.co/F7nncVpQgu
755491707798552576	FDA panel backs Valeant psoriasis drug with risk management https://t.co/3YcEdISIdd
755491708821995520	As Mosul fight approaches, worries about the day after https://t.co/OBYZcWiYvP
755491710105452545	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/60GnCxcKqS
755491780272021505	Cavendish pulls out of Tour de France to focus on Rio https://t.co/3TVskNzxFT
755491780888522753	FDA panel backs Valeant psoriasis drug with risk management https://t.co/NvVbjkQLev
755491781362458624	As Mosul fight approaches, worries about the day after https://t.co/zAxr6QEg02
755491781815463936	Three dead in suspected domestic murder-suicide in UK https://t.co/DGgKOvM9Vc
755491782390063104	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/cOf8y9bAqX
755492012443459584	RT @VALERIEin140: Bosnia's Pokemon Go players urged to avoid wartime mine fields  https://t.co/1Eo02pMA5F
755492701945069568	https://t.co/yirqOwN80f All California Fitness centres in Singapore to close with immediate effect
755492737277915137	Be careful about what we shouldn't #automate - even if we can, says futurist  https://t.co/aCvpL5StKm https://t.co/lq4LAAbpqa
755492933344829440	RT @DaughterZhivago: #Syrian #opposition says #US must stand up to #Russia - https://t.co/ONzOVmfh6U #Syria
755493016933138436	Cavendish pulls out of Tour de France to focus on Rio https://t.co/1DPeoQCeEE
755493165537320960	FDA panel backs Valeant psoriasis drug with risk management https://t.co/m4IKvvxl5i
755493172982194176	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/N3GAqroMHo
755493179630186496	Certain factors increase magnitude of head impact in HS football https://t.co/J0jqaBcTIJ
755493668820221953	German train axe attacker 'left IS video' https://t.co/z5txgkiXOe
755493672926507008	Certain factors increase magnitude of head impact in HS football https://t.co/ban1NPnnpY
755493721391534080	Obese teens may have less pain, more mobility after bariatric surgery https://t.co/tRseoCDhws
755493730023411712	German train axe attacker 'left IS video' https://t.co/vTHcPnS1TZ
755493736109400064	Certain factors increase magnitude of head impact in HS football https://t.co/nwHCZFNKyz
755493825712304130	Certain factors increase magnitude of head impact in HS football: (Reuters Health) - In high school football,... https://t.co/DDV8A3Lfig
755493826077216768	Certain factors increase magnitude of head impact in HS football: (Reuters Health) - In high school football,... https://t.co/pvABi38RlN
755494285319938048	[CNA] All California Fitness centres in Singapore to close with immediate effect: "JV Fitness does not have a... https://t.co/D3wTndPYym
755494297496002561	All California Fitness centres in Singapore to close with immediate effect: "JV Fitness does not have adequat... https://t.co/WQ9EWVwoHc
755494638291603456	RT @SimonMarksFSN: Empty seats dominate the first night of Trump's convention.  I'm live shortly @ChannelNewsAsia #RNCinCLE https://t.co/EU…
755495228199632897	RT @DaughterZhivago: #Syrian #opposition says #US must stand up to #Russia - https://t.co/ONzOVmfh6U #Syria
755495279344947200	German train axe attacker 'left IS video' https://t.co/AGw4YLjteb
755495284352946176	Certain factors increase magnitude of head impact in HS football https://t.co/1s4vBkD5qA
755495547579015172	German train axe attacker 'left IS video' https://t.co/VmXs8E3qyx
755495550842183680	Certain factors increase magnitude of head impact in HS football https://t.co/zKTxsxq0eQ
755495552759033856	Armed man holed up in French hotel arrested - police https://t.co/Kg2GDF9kD9
755496185583001602	Global bond burn from Brexit may now force fiscal response https://t.co/Q1PFvzlyd3
755496407755218945	German train axe attacker 'left IS video' https://t.co/rGk3vgJDkk
755496478030700544	Certain factors increase magnitude of head impact in HS football https://t.co/7M1IL6pzYL
755496480220196864	Cavendish pulls out of Tour de France to focus on Rio https://t.co/8rl23tylFl
755496484116631553	German train axe attacker 'left IS video' https://t.co/tMSUA3wN12
755496484884258816	FDA panel backs Valeant psoriasis drug with risk management https://t.co/GJ7zL3RpDf
755496488147431424	Armed man holed up in French hotel arrested - police https://t.co/vaMzds1jtE
755496488407478273	Certain factors increase magnitude of head impact in HS football https://t.co/Jx2ozJPbSk
755496490575900673	Certain factors increase magnitude of head impact in HS football https://t.co/30ePA17zJY
755496494862524416	dlvr -  Certain factors increase magnitude of head impact in HS football https://t.co/mi2o2rdSHg
755496495663554562	German train axe attacker 'left IS video' https://t.co/tgJl3nfiOk
755496497903390720	German train axe attacker 'left IS video' https://t.co/hCxOsn0PQS
755496500986118144	Armed man holed up in French hotel arrested - police https://t.co/15rlJ71qwF
755496504274542592	dlvr -  German train axe attacker 'left IS video' https://t.co/J8ny7m88cY
755496509357985792	Armed man holed up in French hotel arrested - police https://t.co/YHKp64jeTz
755496510423306240	dlvr -  Armed man holed up in French hotel arrested - police https://t.co/hPlv6jgKGU
755496724282482688	Certain factors increase magnitude of head impact in HS football https://t.co/ed1VLubELa
755496724756439041	NEWS: German train axe attacker 'left IS video' https://t.co/QD66guC449 https://t.co/3cQZ2pw7OE
755496729412182018	German train axe attacker 'left IS video' https://t.co/GjPNJtKH9C
755496736546664448	NEWS: Armed man holed up in French hotel arrested - police https://t.co/y42TQKHccU https://t.co/eFof0mrOQ5
755496736714399744	Armed man holed up in French hotel arrested - police https://t.co/4yCYEqcR4D
755496815903006720	Police say no shots fired on vehicle near Cleveland convention https://t.co/tDlHjGMQIE
755496822651686912	Armed man holed up in French hotel arrested - police https://t.co/ZYest124DP
755496991011012608	CNA: Armed man holed up in French hotel arrested - police - The man who was holed up for more than 12 hours in ... https://t.co/VCMcLeX3IW
755496991589666816	Turkey's Erdogan beats foes for now, but at high cost to stability - Channel NewsAsia: Channel NewsAsiaTurkey... https://t.co/pURu6Qm0j8
755496992311160832	Global stocks falter as Brexit fears weigh - Channel NewsAsia: Channel NewsAsiaGlobal stocks falter as Brexit... https://t.co/4l7NiKHxI3
755496993745580032	German train axe attacker 'left IS video' - Channel NewsAsia: Channel NewsAsiaGerman train axe attacker 'left... https://t.co/Qi0vbMdI04
755497018110468098	RT @ChannelNewsAsia: German train axe attacker 'left IS video' https://t.co/GjPNJtKH9C
755497229754986496	RT @SimonMarksFSN: Melania Trump hopes she's helped her husband's quest to unify Republicans around him.  I'm live 11 o'clock @ChannelNewsA…
755497433992421376	Armed man holed up in French hotel arrested - police https://t.co/GXYoUNOkfr
755497760695128065	Wall St. edges down amid mixed earnings after market's record highs https://t.co/HpX8LVxE3B #business #sg
755497931923415040	RT @allinonesgnews: Wall St. edges down amid mixed earnings after market's record highs https://t.co/HpX8LVxE3B #business #sg
755498524431773701	RT @jacobm: Be careful about what we shouldn't #automate - even if we can, says futurist  https://t.co/aCvpL5StKm https://t.co/lq4LAAbpqa
755498846990446592	North Korea missile tests 'deeply troubling': UN chief: UNITED NATIONS: UN Secretary-General Ban Ki-moon on T... https://t.co/41a2wtzCs6
755499660761001984	Armed man holed up in French hotel arrested - police https://t.co/W9ylensTzn
755499938520281088	DTN Singapore: Football: Hull boss Bruce holds talks over England job: Steve Bruce's meeting with FA chiefs h... https://t.co/OT6xzuy2dA
755499939443027968	DTN Singapore: Cavendish pulls out of Tour de France to focus on Rio: Britain's Mark Cavendish has pulled out... https://t.co/saYQpevafc
755501020218855424	Wall St. edges down amid mixed earnings after market's record highs https://t.co/HMabHFroIS
755501078943240193	Football: Leicester 'warrior' Morgan signs new deal https://t.co/ao0VHTH7wt
755501089319944192	SGX to transfer regulation functions to new subsidiary https://t.co/81Ms9cO5cj
755501706163679232	Football: Leicester 'warrior' Morgan signs new deal https://t.co/jTfvBsi1ln
755501712354443264	Microsoft adjusted revenue rises 2.1 percent https://t.co/dduSz9qZcq
755501716062212097	US oil prices fall to two-month lows https://t.co/kfY1w6TC41
755501848660840448	US oil prices fall to two-month lows: NEW YORK: Oil prices fell to two-month lows in new York on Tuesday (Jul... https://t.co/30M9PncqJL
755501850296619008	US oil prices fall to two-month lows: NEW YORK: Oil prices fell to two-month lows in new York on Tuesday (Jul... https://t.co/Prplyo6WsH
755502043117281282	Wall St. mixed as earnings, economy weigh https://t.co/dxhPhA9lBu #business #sg
755502200281976832	"Most of the debris is still in Madagascar, but I did hand over some things today that I was able to bring." #MH370 https://t.co/LekIZymKvd
755502457526947840	#Health China HIV leak violates patients' rights: WHO - Channel NewsAsia https://t.co/88DQ7vvqua #Southeast Asia
755503009270870016	Asia #Business ~ Wall St. mixed as earnings, economy weigh - Channel NewsAsia https://t.co/mHvwD46khr #Pacific
